Property Address,Property City,Property Zip Code,Sale Date,Sale_Price,PropertyType,Cap_Rate,Bldg SF,Floor Area Ratio,Building Class,Building Condition,BuildingMaterials,Year Built,Number Of Units,Longitude,Latitude
1489 Fruitdale Ave,San Jose,95128,9/12/2014,10000000,Multi-Family,4.72,34375,0.652190411,C,Other,WoodFrame,1964,40,-121.917638,37.311173
2775 Market St,San Francisco,94114,6/24/2014,9995000,Multi-Family,3.96,20550,2.347230154,C,Other,Unknown,1962,26,-122.4390647,37.7613257
14575 Bancroft Ave,San Leandro,94578,6/20/2014,9900000,Multi-Family,5.76,46800,0.915618336,C,Other,Masonry,1967,72,-122.1348017,37.7103902
1200-1210 Valencia St,San Francisco,94110,9/16/2014,9400000,Multi-Family,3.7,19632,3.174130962,C,Other,WoodFrame,1923,18,-122.421169,37.753522
1918 Lakeshore Ave,Oakland,94606,6/20/2014,8400000,Multi-Family,5,32618,4.942870132,C,Other,Masonry,1926,38,-122.253256,37.802848
40 Glen Eyrie Ave,San Jose,95125,8/29/2014,8050000,Multi-Family,4.25,31886,1.082385689,C,Other,WoodFrame,1962,34,-121.90419,37.3113268
1565 Madison St,Oakland,94612,6/10/2014,8040000,Multi-Family,4.8,52637,1.949013219,C,Other,Masonry,1965,66,-122.2631079,37.8036911
3035 Baker St,San Francisco,94123,7/11/2014,8010000,Multi-Family,4.15,11625,1.883506157,C,Other,Unknown,1927,12,-122.4462469,37.7990822
1867 Broadway St,Vallejo,94589,8/7/2014,7450000,Multi-Family,7.97,6454,0.012336688,C,Other,Metal,1941,205,-122.255269,38.134727
780 Bradford St,Redwood City,94063,8/8/2014,7125000,Multi-Family,2.24,17495,1.296021928,C,Other,Unknown,1962,25,-122.226676,37.488442
1100 Lincoln Ave,Walnut Creek,94596,7/8/2014,6936000,Multi-Family,4,23552,0.636093556,C,Other,WoodFrame,1962,36,-122.056444,37.900788
401 E Poplar Ave,San Mateo,94401,8/29/2014,6550000,Multi-Family,4.74,23100,0.768565345,B,Other,ReinforcedConcrete,1962,31,-122.3312843,37.5744275
710 N 23rd St,San Jose,95112,6/30/2014,6500000,Multi-Family,5.07,24491,0.780888308,C,Other,WoodFrame,1962,25,-121.8787334,37.3603065
1761 Vallejo St,San Francisco,94123,9/19/2014,6300000,Multi-Family,3.34,13036,2.024852439,C,Other,Unknown,1964,12,-122.4261609,37.796073
957 Hayes St,San Francisco,94117,5/29/2014,6100000,Multi-Family,10.12,14400,2.092414996,C,Other,WoodFrame,1900,12,-122.4320625,37.7755021
1050 S 12th St,San Jose,95112,8/28/2014,6050000,Multi-Family,5.57,21800,0.911447445,C,Other,WoodFrame,1964,34,-121.866664,37.32598
3410-3420 22nd St,San Francisco,94110,6/27/2014,6000000,Multi-Family,4.85,10515,2.895099119,C,Other,WoodFrame,1912,15,-122.4235124,37.7552837
359 Green St,San Francisco,94133,9/23/2014,5800000,Multi-Family,2.96,9732,1.37167019,C,Other,WoodFrame,1954,12,-122.405253,37.799852
651 Scott St,San Francisco,94117,7/23/2014,5750000,Multi-Family,4.48,12084,2.302591463,C,Other,Unknown,1923,12,-122.4365401,37.775801
237 Avian Dr,Vallejo,94591,6/16/2014,5700000,Multi-Family,6.4,69080,0.434779872,C,Other,WoodFrame,1964,68,-122.2070116,38.1071264
1406 Henry St,Berkeley,94709,6/24/2014,5650000,Multi-Family,3.85,17976,1.10969813,C,Other,Unknown,1964,24,-122.2711815,37.8813255
2459 Larkin St,San Francisco,94109,6/6/2014,5530000,Multi-Family,3.22,11079,3.437480608,C,Other,WoodFrame,1914,12,-122.4212858,37.8006674
2501 Sir Francis Drake Blvd,Fairfax,94930,6/30/2014,5500000,Multi-Family,5.2,19550,0.29640074,C,Other,WoodFrame,1959,32,-122.5987766,37.9963829
451-463 Greenwich St,San Francisco,94133,9/2/2014,5475000,Multi-Family,3.03,7398,1.025079673,C,Other,Unknown,1907,9,-122.4073472,37.8023863
2115-2129 Hyde St,San Francisco,94109,6/27/2014,5300000,Multi-Family,4.3,10856,1.504226133,C,Other,Unknown,1910,8,-122.41974,37.8006246
1231 Grove St,San Francisco,94117,7/23/2014,5250000,Multi-Family,4.03,12180,1.902233328,C,Other,WoodFrame,1923,14,-122.4368127,37.7758108
1064 Dolores St,San Francisco,94110,9/15/2014,5250000,Multi-Family,3.48,10878,2.270507201,C,Other,WoodFrame,1964,3,-122.4256108,37.7523901
295-299 Castro St,San Francisco,94114,5/13/2014,5050000,Multi-Family,4.3,10075,1.835823615,C,Other,WoodFrame,1902,10,-122.4350566,37.7642909
3792 Harrison St,Oakland,94611,7/30/2014,5030000,Multi-Family,4.1,29604,2.509664293,C,Other,WoodFrame,1964,21,-122.252011,37.82086
200 Arguello Blvd,San Francisco,94118,5/20/2014,4900000,Multi-Family,3.89,9300,1.856658016,C,Good,WoodFrame,1961,13,-122.458962,37.786521
833 Ashbury St,San Francisco,94117,5/16/2014,4850000,Multi-Family,3.79,10680,1.676082863,B,Other,WoodFrame,1908,12,-122.4465326,37.7665268
901 Granada St,Belmont,94002,6/30/2014,4650000,Multi-Family,3.8,10972,0.585798185,C,Other,Unknown,1962,18,-122.2747254,37.523422
2737 Sutter St,San Francisco,94115,5/28/2014,4550000,Multi-Family,1.94,10191,1.695391782,C,Other,WoodFrame,1905,13,-122.4455068,37.7843442
2960 Fillmore St,San Francisco,94123,9/26/2014,4475000,Multi-Family,3.12,7140,2.476586889,B,Other,Masonry,1926,12,-122.435241,37.7968286
2324 Market St,San Francisco,94114,5/14/2014,4300000,Multi-Family,4.49,7586,2.747555234,B,Other,Unknown,1972,8,-122.4339888,37.7639474
1701 Pine St,Concord,94520,8/12/2014,4250000,Multi-Family,5.1,20860,0.588318245,C,Other,WoodFrame,1969,28,-122.0449798,37.9687113
599 S 10th St,San Jose,95112,8/29/2014,4200000,Multi-Family,5.07,15862,1.456565657,C,Other,WoodFrame,1963,16,-121.874746,37.331664
201 4th Ave,Redwood City,94063,5/23/2014,4100000,Multi-Family,4.28,14200,1.075920594,C,Other,Unknown,1963,20,-122.206732,37.470876
825 Jones St,San Francisco,94109,7/1/2014,4080000,Multi-Family,3.9,10000,3.505082369,B,Other,Unknown,1919,18,-122.4137976,37.7890105
1133 Fell St,San Francisco,94117,5/16/2014,4025000,Multi-Family,3.6,8550,2.066215563,C,Other,WoodFrame,1927,12,-122.436501,37.773917
1160 Pine St,San Francisco,94109,6/17/2014,4000000,Multi-Family,2.52,12261,2.38540856,B,Other,WoodFrame,1913,15,-122.4150117,37.7905893
1051 Post St,San Francisco,94109,7/24/2014,4000000,Multi-Family,3.19,19860,6.617794069,B,Other,Unknown,1914,27,-122.4190541,37.7866873
1621 Adelaide St,Concord,94520,7/1/2014,4000000,Multi-Family,5.2,27288,0.680923269,C,Other,WoodFrame,1967,35,-122.040597,37.970245
3080 Jackson St,San Francisco,94115,9/5/2014,4000000,Multi-Family,2.98,8172,2.307822649,C,Other,Unknown,1926,7,-122.4458048,37.7913015
18 Hayward Ave,San Mateo,94401,8/14/2014,3900000,Multi-Family,2.06,10264,0.94251607,C,Other,Unknown,1962,11,-122.3198511,37.5582954
3525 Lyon Ave,Oakland,94601,8/8/2014,3895000,Multi-Family,6.06,54540,1.19244392,B,Other,WoodFrame,1990,102,-122.2120113,37.7864622
564 University Dr,Menlo Park,94025,5/16/2014,3805062,Multi-Family,3.05,4551,0.60398142,C,Good,Unknown,1955,6,-122.1814778,37.4470911
370 Ellis St,San Francisco,94102,9/25/2014,3800000,Multi-Family,5.35,11800,3.434225844,B,Other,Masonry,1915,27,-122.4123084,37.7852203
412 Monte Vista Ave,Oakland,94611,6/9/2014,3781000,Multi-Family,5.29,11241,0.666646898,B,Other,Unknown,1908,14,-122.2484472,37.8220167
1244-1246 Hearst Ave,Berkeley,94702,5/9/2014,3750000,Multi-Family,5.75,13852,0.710942312,C,Other,WoodFrame,1918,23,-122.2888448,37.8706345
925 Pierce St,San Francisco,94115,5/30/2014,3750000,Multi-Family,4.7,7560,2.500826993,C,Other,WoodFrame,1912,12,-122.4353819,37.7790035
1955 Jefferson St,San Francisco,94123,9/29/2014,3700000,Multi-Family,4,5898,1.559904787,C,Other,Unknown,1927,9,-122.4446855,37.8042413
2451 Middlefield Rd,Redwood City,94063,9/24/2014,3650000,Multi-Family,4.52,15680,1.39093409,C,Other,WoodFrame,1964,18,-122.2149588,37.4794448
641 Masonic Way,Belmont,94002,9/25/2014,3550000,Multi-Family,3.58,14059,1.403373927,C,Other,WoodFrame,1966,10,-122.2750648,37.5221625
22811-22815 Grand St,Hayward,94541,7/25/2014,3500000,Multi-Family,6.62,16275,0.189656579,C,Other,Masonry,1953,21,-122.0882196,37.6667789
450 Roosevelt Ave,Redwood City,94061,5/20/2014,3325000,Multi-Family,4.01,8115,0.698304793,C,Other,WoodFrame,1957,11,-122.2289335,37.476864
1380 Washington St,San Francisco,94109,5/29/2014,3250000,Multi-Family,3.49,5004,1.641193834,C,Other,WoodFrame,1908,8,-122.4159184,37.7940929
720 Baker St,San Francisco,94115,8/20/2014,3250000,Multi-Family,3.33,9960,2.036393376,C,Other,WoodFrame,1913,12,-122.4414516,37.7777233
448 Mariposa Ave,Mountain View,94041,8/15/2014,3125000,Multi-Family,3.73,6500,0.477976322,C,Other,WoodFrame,1963,7,-122.0901143,37.3943828
2385-2389 Folsom St,San Francisco,94110,6/6/2014,3120000,Multi-Family,2.62,11721,2.743037678,B,Other,WoodFrame,1900,16,-122.4144226,37.7592204
642 S 7th St,San Jose,95112,5/8/2014,3100000,Multi-Family,4.4,12325,1.643114251,C,Other,WoodFrame,1961,12,-121.8766632,37.329642
1304 Hyde St,San Francisco,94109,8/4/2014,3100000,Multi-Family,3.07,7820,2.252953039,B,Other,WoodFrame,1911,6,-122.4176431,37.7930747
460 N Winchester Blvd,Santa Clara,95050,5/8/2014,3045000,Multi-Family,4.94,7800,0.511643162,C,Other,WoodFrame,1958,14,-121.95051,37.338287
199 Gough St,San Francisco,94102,6/9/2014,3000000,Multi-Family,4.3,7308,2.663265306,C,Other,WoodFrame,1907,4,-122.4228207,37.7748363
2521 Piedmont Ave,Berkeley,94704,7/9/2014,2945000,Multi-Family,5.5,9408,1.161194767,C,Other,WoodFrame,1957,16,-122.251205,37.865113
848 Ashbury St,San Francisco,94117,7/8/2014,2900000,Multi-Family,5.39,6050,2.019359146,C,Other,Unknown,1926,6,-122.4460203,37.7664642
960 Roble Ave,Menlo Park,94025,6/11/2014,2825000,Multi-Family,1.69,5444,0.757057433,C,Other,Unknown,1959,4,-122.1846426,37.4469196
993 Cayuga Ave,San Francisco,94112,6/10/2014,2812500,Multi-Family,4,8326,1.911386593,C,Other,WoodFrame,1956,10,-122.4394894,37.7221862
5390 Carryback Ave,San Jose,95111,8/26/2014,2800000,Multi-Family,4.41,12292,0.446998073,C,Other,Unknown,1980,14,-121.802109,37.2608317
1538 Saint Charles St,Alameda,94501,7/8/2014,2800000,Multi-Family,5,15378,2.029027576,C,Other,Masonry,1925,18,-122.2654832,37.7742792
1030 Fell St,San Francisco,94117,8/1/2014,2800000,Multi-Family,3.65,6300,1.808266361,C,Other,Unknown,1926,9,-122.4349166,37.7746354
2426 Buchanan St,San Francisco,94115,8/22/2014,2762000,Multi-Family,3.56,4180,1.370941292,C,Other,Masonry,1905,6,-122.430944,37.792723
1018 Chula Vista Ave,Burlingame,94010,5/28/2014,2702000,Multi-Family,3.33,4000,0.695773178,C,Other,WoodFrame,1972,5,-122.3608204,37.585755
122 Graham Ave,San Jose,95110,5/30/2014,2685000,Multi-Family,5.75,12150,0.961842939,C,Other,WoodFrame,1952,18,-121.8804437,37.3188979
495 E William St,San Jose,95112,6/13/2014,2675000,Multi-Family,5.04,13300,1.477941994,C,Other,WoodFrame,1959,12,-121.874685,37.333697
1135 Guerrero St,San Francisco,94110,6/13/2014,2575000,Multi-Family,5,5856,1.95134955,C,Other,WoodFrame,1906,6,-122.422639,37.753066
7940 Brentwood Blvd,Brentwood,94513,9/5/2014,2540000,Multi-Family,7.66,14760,0.375247877,C,Other,WoodFrame,1965,28,-121.6959362,37.9406724
232 N 8th St,San Jose,95112,5/16/2014,2482000,Multi-Family,4.18,6144,0.63595901,C,Other,WoodFrame,1954,12,-121.885435,37.343224
105-107 Chadbourne Ave,Millbrae,94030,8/8/2014,2460000,Multi-Family,2.16,6912,0.877714286,C,Other,Unknown,1929,8,-122.3895097,37.5986001
421 Perkins St,Oakland,94610,8/15/2014,2460000,Multi-Family,5.01,13206,2.11296,C,Other,WoodFrame,1970,13,-122.2559808,37.8100447
429 Bellevue Ave,Oakland,94610,6/6/2014,2440000,Multi-Family,5,7555,1.2088,C,Other,Masonry,1961,13,-122.2529141,37.8095288
2136 Lincoln Ave,Alameda,94501,7/1/2014,2440000,Multi-Family,5.62,10300,1.031753982,C,Other,WoodFrame,1966,16,-122.2468296,37.7685538
370 Staten Ave,Oakland,94610,6/10/2014,2400000,Multi-Family,5,9792,1.478930675,C,Other,Masonry,1960,15,-122.253613,37.81145
1-5 Anzavista Ave,San Francisco,94115,5/16/2014,2385000,Multi-Family,5.14,5777,1.326216713,B,Other,WoodFrame,1949,7,-122.4420343,37.7796382
2023 Folsom St,San Francisco,94110,7/2/2014,2300000,Multi-Family,3.5,6120,1.987658331,C,Other,WoodFrame,1902,11,-122.4149473,37.7649027
319 Laurel Ave,Hayward,94541,7/22/2014,2255000,Multi-Family,6.45,9500,0.34618468,C,Other,ReinforcedConcrete,1978,10,-122.097665,37.670745
550 Buchanan St,San Francisco,94102,9/16/2014,2250000,Multi-Family,2.13,8475,3.377839777,B,Other,Unknown,1913,6,-122.4275512,37.7751578
221 Wilbur Ave,Antioch,94509,6/18/2014,2250000,Multi-Family,6.99,15900,0.191108066,C,Other,WoodFrame,1941,28,-121.800472,38.012461
6415 Snake Rd,Oakland,94611,7/25/2014,2250000,Multi-Family,5.4,4130,0.712929398,C,Other,Unknown,1961,5,-122.2071214,37.8335173
1754-1756 Mission St,San Francisco,94103,9/16/2014,2230000,Multi-Family,4.66,4570,2.033822875,C,Other,WoodFrame,1906,9,-122.420258,37.768996
929 Oak St,San Francisco,94117,7/8/2014,2200000,Multi-Family,4.47,5252,1.528521537,C,Other,Unknown,1963,8,-122.4346737,37.7731952
436 Tehama St,San Francisco,94103,8/6/2014,2200000,Multi-Family,4.86,3600,1.922050187,C,Other,WoodFrame,1907,5,-122.405379,37.7804784
337 Webster St,San Francisco,94117,5/14/2014,2200000,Multi-Family,3.93,5157,2.0628,C,Other,Unknown,1908,6,-122.429289,37.7737707
106 18th Ave,San Francisco,94121,8/4/2014,2160000,Multi-Family,2.39,4688,2.152433425,C,Other,Unknown,1915,5,-122.4774978,37.7859208
1240 21st Ave,San Francisco,94122,8/6/2014,2150000,Multi-Family,4,6478,1.439875528,C,Other,WoodFrame,1960,8,-122.479008,37.764634
1706 Grove St,San Francisco,94117,9/30/2014,2150000,Multi-Family,4.5,5730,2.349323493,C,Other,WoodFrame,1916,6,-122.4448769,37.7751894
2011 10th Ave,Oakland,94606,7/18/2014,2135000,Multi-Family,5.13,9591,1.28016551,C,Other,Masonry,1968,15,-122.244071,37.7964152
55 Roque Moraes Dr,Mill Valley,94941,9/26/2014,2125000,Multi-Family,2.77,4960,0.495108804,C,Other,Unknown,1974,6,-122.525095,37.899777
511 Vallejo St,San Francisco,94133,9/5/2014,2120000,Multi-Family,3.36,3240,2.706766917,C,Other,Unknown,1913,6,-122.4059178,37.7988115
1395 Broadway,Millbrae,94030,9/12/2014,2109000,Multi-Family,3.26,5668,0.872134174,C,Other,Unknown,1954,5,-122.4019715,37.6092259
288 27th St,San Francisco,94131,6/26/2014,2100000,Multi-Family,4.9,5848,2.368570271,B,Good,WoodFrame,1912,6,-122.4266856,37.7470482
201 Moraga St,San Francisco,94122,7/2/2014,2085000,Multi-Family,3.7,4080,1.8230563,C,Other,ReinforcedConcrete,1960,6,-122.4649657,37.7564888
2-14 Isis St,San Francisco,94103,6/3/2014,2050000,Multi-Family,5.2,5526,2.741071429,C,Other,WoodFrame,1914,9,-122.414655,37.7703987
1030-1032 Washington St,San Francisco,94108,7/24/2014,2038000,Multi-Family,2.9,5752,3.246049661,C,Other,Unknown,1937,6,-122.4103261,37.7948429
1515 Gough St,San Francisco,94109,6/27/2014,2000000,Multi-Family,3.63,4300,0.781676059,C,Other,WoodFrame,1900,6,-122.4254465,37.7877666
455 7th Ave,San Francisco,94118,5/28/2014,2000000,Multi-Family,3.38,4348,1.448850383,C,Other,Unknown,1963,6,-122.4655294,37.7798827
777 Rand Ave,Oakland,94610,5/5/2014,1985000,Multi-Family,4.45,7929,1.570721078,B,Other,Unknown,1964,11,-122.2434845,37.8119987
1508 Brookvale Dr,San Jose,95129,8/29/2014,1955000,Multi-Family,4,4500,0.599920011,C,Other,Unknown,1963,4,-122.0285721,37.2947541
1230 Jackson St,San Francisco,94109,9/9/2014,1950000,Multi-Family,3.5,5673,2.031876791,C,Other,Unknown,1911,6,-122.4154993,37.7951321
1502 Brookvale Dr,San Jose,95129,9/26/2014,1925000,Multi-Family,3.79,4500,0.599920011,C,Other,Unknown,1963,4,-122.0288334,37.2947669
1810-1816A Hyde St,San Francisco,94109,6/17/2014,1867500,Multi-Family,5.49,4956,1.625450968,C,Other,Unknown,1907,5,-122.4185544,37.7976194
2425 Grant St,Berkeley,94703,8/29/2014,1850000,Multi-Family,5.75,7764,1.150051844,C,Other,ReinforcedConcrete,1962,9,-122.27417,37.863947
515 Broderick St,San Francisco,94117,5/28/2014,1838000,Multi-Family,4.27,5350,1.535591274,C,Other,WoodFrame,1923,5,-122.4397355,37.7750284
7 Merrydale Rd,San Rafael,94903,5/22/2014,1775000,Multi-Family,6.01,5990,0.274481052,C,Other,WoodFrame,1960,8,-122.53127,37.991606
589 Merritt Ave,Oakland,94610,7/18/2014,1761000,Multi-Family,5.81,7952,1.348253645,C,Other,Masonry,1918,10,-122.2460926,37.8080006
2039 Ascot Dr,Moraga,94556,8/15/2014,1725000,Multi-Family,4,11486,1.010291143,C,Other,Unknown,1967,6,-122.128514,37.857082
1950 Rose St,Berkeley,94709,7/9/2014,1704000,Multi-Family,5,6972,0.860528265,C,Other,Unknown,1960,6,-122.272164,37.881521
1950 Ivy St,San Mateo,94403,6/27/2014,1700000,Multi-Family,4.51,4428,0.782055811,C,Other,WoodFrame,1950,6,-122.3097457,37.549005
1506 Garcez Dr,Concord,94521,5/22/2014,1700000,Multi-Family,6.25,9548,0.735083532,C,Other,Unknown,1960,12,-121.96285,37.954551
223 Lincoln Ave,Redwood City,94061,7/14/2014,1700000,Multi-Family,4.75,6868,0.918918919,C,Other,WoodFrame,1960,6,-122.227878,37.478338
2235 Ashby Ave,Berkeley,94705,5/28/2014,1677100,Multi-Family,5.24,7011,1.031181056,C,Other,WoodFrame,1962,8,-122.2619003,37.8561806
569 Estudillo Ave,San Leandro,94577,6/25/2014,1657500,Multi-Family,4.92,5856,0.824788732,C,Other,Masonry,1961,10,-122.148498,37.726726
2223 Bonar St,Berkeley,94702,8/22/2014,1642500,Multi-Family,5.84,7100,0.816279605,C,Other,WoodFrame,1960,8,-122.286579,37.866132
800 E 20th St,Oakland,94606,6/26/2014,1639000,Multi-Family,5.58,9416,1.059644384,C,Other,Masonry,1963,16,-122.2454596,37.7974912
325 Leavenworth St,San Francisco,94102,8/1/2014,1632000,Multi-Family,4.66,6750,3.376688344,C,Other,WoodFrame,1985,10,-122.4144982,37.7840777
611 4th Ave,San Francisco,94118,5/2/2014,1625000,Multi-Family,2.95,3652,1.538331929,C,Other,Unknown,1971,5,-122.4620616,37.7770373
1732 6th Ave,Oakland,94606,9/16/2014,1623000,Multi-Family,5,8732,1.165509877,C,Other,Masonry,1927,12,-122.2493693,37.7972798
149 Santa Helena Ave,Millbrae,94030,7/22/2014,1608000,Multi-Family,4.1,4486,0.723781865,C,Other,WoodFrame,1963,6,-122.4016216,37.6121393
3701 Maybelle Ave,Oakland,94619,7/18/2014,1600000,Multi-Family,5.52,9305,0.605833713,C,Other,Masonry,1967,8,-122.1943998,37.7899485
251 Lincoln Ave,Redwood City,94061,9/3/2014,1578000,Multi-Family,4.07,4754,0.820079351,C,Other,WoodFrame,1964,4,-122.2282964,37.4779854
3014 Fruitvale Ave,Oakland,94602,7/31/2014,1570000,Multi-Family,6.03,7428,1.218104296,C,Other,WoodFrame,1965,12,-122.2180503,37.7947057
491 Mandana Blvd,Oakland,94610,5/20/2014,1537000,Multi-Family,5.73,4311,0.970290344,C,Other,Masonry,1915,7,-122.245018,37.813164
551 Columbia Ave,Sunnyvale,94085,8/15/2014,1500000,Multi-Family,4.49,4077,0.389994261,C,Other,Unknown,1987,4,-122.0189923,37.3849566
807 Deland Ave,San Jose,95128,9/26/2014,1350000,Multi-Family,6.06,4858,0.574911243,C,Other,Masonry,1961,6,-121.917005,37.312447
3405 Dimond Ave,Oakland,94602,7/31/2014,1330000,Multi-Family,5.62,5905,0.562541679,C,Other,WoodFrame,1956,10,-122.217836,37.799695
1127 Virginia Ln,Concord,94520,5/12/2014,1330000,Multi-Family,6.22,6632,0.475787359,C,Other,Unknown,1965,8,-122.042924,37.956024
3300-3308 26th St,San Francisco,94110,8/6/2014,1320000,Retail,5.22,5396,1.573114418,Unknown,Other,WoodFrame,1868,6,-122.4162879,37.7493432
59 Ignacio Ln,Novato,94949,6/23/2014,1315000,Multi-Family,5.13,4700,0.154143846,C,Other,Unknown,1974,10,-122.5419426,38.0684123
1818 Hyde St,San Francisco,94109,6/6/2014,1300000,Multi-Family,3.27,3400,1.650485437,C,Other,WoodFrame,1907,6,-122.4185748,37.7977313
1455 Bay St,Alameda,94501,9/5/2014,1300000,Multi-Family,4.74,6177,0.630241812,B,Good,Masonry,1961,6,-122.264885,37.77264
1395 Ontario Ln,Campbell,95008,6/16/2014,1300000,Multi-Family,3.75,3440,0.382647386,B,Other,WoodFrame,1963,4,-121.9743351,37.289539
1400 Yuba Ave,San Pablo,94806,5/13/2014,1280000,Multi-Family,6.5,8425,1.493529516,C,Other,Unknown,1962,10,-122.3267747,37.9538819
1326 Danube Way,San Jose,95116,6/18/2014,1275000,Multi-Family,5.23,4591,0.526974288,C,Other,Unknown,1961,8,-121.8571617,37.3407968
633 Mission Ave,San Rafael,94901,7/24/2014,1270000,Multi-Family,6.4,6480,0.830662736,C,Other,WoodFrame,1965,7,-122.521755,37.973841
3796 Bertini Ct,San Jose,95117,5/7/2014,1255000,Multi-Family,2.94,4058,0.405070872,C,Other,Unknown,1976,4,-121.96818,37.315455
1522 Prince St,Berkeley,94703,8/22/2014,1235000,Multi-Family,5.39,4934,0.725694955,C,Other,WoodFrame,1963,6,-122.2775667,37.8514257
15992 E 14th St,San Leandro,94578,8/22/2014,1229000,Multi-Family,4.55,9548,0.263458514,C,Other,WoodFrame,1930,11,-122.118889,37.699179
356 Warwick Ave,Oakland,94610,7/2/2014,1217000,Multi-Family,3.46,4319,0.591643836,C,Other,Unknown,1942,5,-122.2533132,37.8134892
1184-1192 E Santa Clara St,San Jose,95116,9/2/2014,1215000,Retail,7.2,5325,0.488980716,Unknown,Other,WoodFrame,1955,4,-121.866865,37.347154
840-842 Cedar St,Alameda,94501,7/21/2014,1214500,Multi-Family,7.04,3771,0.342880524,C,Other,WoodFrame,1915,5,-122.2496997,37.7595782
1017 Castro St,Martinez,94553,9/18/2014,1200000,Multi-Family,5,4600,0.454635303,B,Good,Masonry,2004,6,-122.135565,38.015058
1136 Starbird Cir,San Jose,95117,5/2/2014,1200000,Multi-Family,4.61,3824,0.675379724,C,Other,WoodFrame,1966,4,-121.9648997,37.3049511
1138 Starbird Cir,San Jose,95117,6/16/2014,1200000,Multi-Family,3.87,3670,0.514077602,C,Other,WoodFrame,1966,4,-121.9651873,37.3049266
561 S 7th St,San Jose,95112,6/10/2014,1188000,Multi-Family,5.03,4480,0.734667104,C,Other,WoodFrame,1950,6,-121.8781689,37.3305696
2100 Sahara Way,Santa Clara,95050,6/24/2014,1150000,Multi-Family,4,3848,0.552159564,C,Other,WoodFrame,1961,5,-121.958183,37.361269
1217 Grand Ave,San Rafael,94901,5/7/2014,1150000,Multi-Family,3.54,6915,0.830730418,C,Other,Unknown,,7,-122.5188497,37.9743809
3525 Gray St,Oakland,94601,8/14/2014,1110000,Multi-Family,6.98,7392,0.638231739,C,Other,WoodFrame,1963,10,-122.215198,37.784488
619 S 33rd St,Richmond,94804,6/27/2014,1087000,Multi-Family,7.89,7052,0.564114871,C,Other,WoodFrame,1959,10,-122.3379208,37.9225999
2147 Russell St,Berkeley,94705,8/20/2014,1080000,Multi-Family,4.42,3326,0.485476573,C,Other,WoodFrame,1908,5,-122.2646076,37.8572192
