"Property: ID","Property: Property Name","City","Zip Code","Prop Sale GRM","Square Footage","Last Price"
"a0F1a000000pGer","1644 Prince St","Berkeley","94703","11.08","5017","1200000.00"
"a0F1a000000pGeu","2310 Roosevelt Ave","Berkeley","94703 -17","11.45","3840","520000.00"
"a0F1a000000pLeA","1600 Travion Ct","Fairfield","94533","8.11","107100","10525000.00"
"a0F1a000000pLeC","101-147 Freeway Dr","Napa","94558","9.45","22848","2865000.00"
"a0F1a000000pLeD","3300 Old Soscol Way","Napa","94558","7500000.00","84266","11000000.00"
"a0F1a000000pKTV","135 Siesta Way","Sonoma","95476","10.03","4214","650000.00"
"a0F1a000000pEzg","Garden Villa Apartments","Hayward","94541","8.82","13824","1000000.00"
"a0F1a000000pEMp","469 Van Buren Ave","Oakland","94610","10.50","14657","2175000.00"
"a0F1a000000pKjh","1394-1398 South Van Ness Ave","San Francisco","94110","13.67","6150","950000.00"
"a0F1a000000pGex","2410 Dana St","Berkeley","94704","7.38","5846","385000.00"
"a0F1a000000pGez","1325 Sacramento St","Berkeley","94702","11.74","4860","550000.00"
"a0F1a000000pGf0","2918 Deakin St","Berkeley","94705","6.24","5118","385000.00"
"a0F1a000000pEyh","724-736 Smalley Ave","Hayward","94541","9.94","15180","1300000.00"
"a0F1a000000pEz4","Pinehurst Apartments","Hayward","94544","7.50","21023","3900000.00"
"a0F1a000000pEz5","Tyrell Terrace","Hayward","94544","6.90","34268","1450000.00"
"a0F1a000000pEzj","921 Fletcher Ln","Hayward","94544","9.79","29932","1407500.00"
"a0F1a000000pF1p","25172 Muir St","Hayward","94544","8.29","8540","925000.00"
"a0F1a000000pEMs","3156 Coolidge Ave","Oakland","94602","7.58","6818","1200000.00"
"a0F1a000000pHPb","20478 Anita Ave","Castro Valley","94546","11.36","11586","1395000.00"
"a0F1a000000pKjm","34752 Perry Rd","Union city","94587","12.90","8354","1700000.00"
"a0F1a000000pKjp","282 Valley St.","San Francisco","94134","14.79","5550","2275000.00"
"a0F1a000000pKjr","516-520 Anza St","San Francisco","94118","12.00","4800","1170000.00"
"a0F1a000000pEEc","3263 Belmont Ave","El Cerrito","94530","14.62","6253","1550000.00"
"a0F1a000000pFx3","1136 Virginia Ln","Concord","94520","10.66","65636","8825000.00"
"a0F1a000000pGf4","1618 Fairview St","Berkeley","94703","8.62","7504","1335000.00"
"a0F1a000000pGf6","2333 9th St","Berkeley","94710","5.00","3800","186000.00"
"a0F1a000000pGf8","1614 62nd St","Berkeley","94703","10.51","4962","536000.00"
"a0F1a000000pENv","5902-5916 Ocean View Dr","Oakland","94618","15.31","6198","1800000.00"
"a0F1a000000pHPc","1140 E Regent St","Alameda","94501","14.34","5122","1116950.00"
"a0F1a000000pKjt","308 Turk St.","San Francisco","94102","13.00","7552","3700000.00"
"a0F1a000000pKjv","3425 19th St.","San Francisco","94110","9.73","11405","1010000.00"
"a0F1a000000pKk0","1732-1736 Polk St.","San Francisco","94109","12.00","8440","1840000.00"
"a0F1a000000pECo","Arbors Apartments","Richmond","94804","10.61","50271","3850000.00"
"a0F1a000000pECq","2833 High St","Oakland","94619","7.25","31720","2900000.00"
"a0F1a000000pEEi","1580 Madison St","Oakland","94612","9.30","18975","3500000.00"
"a0F1a000000pFx8","210-218 Carquinez Scenic Dr","Martinez","94553","10.39","8640","1867000.00"
"a0F1a000000pGf9","3019 Bateman St","Berkeley","94705 -25","10.68","2818","460000.00"
"a0F1a000000pGfA","1924 Haste St","Berkeley","94704 -19","11.37","3220","505000.00"
"a0F1a000000pGfC","2224 Jefferson Ave","Berkeley","94703","10.28","4040","630000.00"
"a0F1a000000pGfD","2235 Mckinley Ave","Berkeley","94703","11.80","3759","967000.00"
"a0F1a000000pGfE","1619 Walnut St","Berkeley","94706","9.95","5021","394000.00"
"a0F1a000000pGfH","2119 Russell St","Berkeley","94705","6.82","7372","465000.00"
"a0F1a000000pGfI","1721 9th St","Berkeley","94710","8.71","2910","225000.00"
"a0F1a000000pGfK","2511 Prince St","Berkeley","94705","9.28","4573","820000.00"
"a0F1a000000pGfL","2601 Milvia St","Berkeley","94704","11.65","4671","406000.00"
"a0F1a000000pF0A","21761 Meekland Ave","Hayward","94541","7.40","6755","480000.00"
"a0F1a000000pEOZ","920 Oak St","Oakland","94607","12.46","3963","1150000.00"
"a0F1a000000pEEu","138 Monte Cresta Ave","Oakland","94611","14.17","20507","3900000.00"
"a0F1a000000pFxO","3116 Lone Tree Way","Antioch","94509","11.38","8269","1260000.00"
"a0F1a000000pFxQ","601 W 6th St","Antioch","94509","14.10","4044","820000.00"
"a0F1a000000pFxS","2800 Gentrytown Dr","Antioch","94509","9.46","67400","12400000.00"
"a0F1a000000pGfN","3139 Market St","Oakland","94608","4.98","3700","35000.00"
"a0F1a000000pGfO","1930 Blake St","Berkeley","94704","7.96","3034","215000.00"
"a0F1a000000pGfP","2108 Stuart St","Berkeley","94705","6.68","3787","35000.00"
"a0F1a000000pGfQ","2704 Virginia St","Berkeley","94709","8.48","3423","275000.00"
"a0F1a000000pGfR","1911 10th St","Berkeley","94710","6.75","3710","204000.00"
"a0F1a000000pF0F","27500 Tampa Ave","Hayward","94544","7.88","17872","2150000.00"
"a0F1a000000pAlO","1082 Post St","San Francisco","94109","8.76","9735","1875000.00"
"a0F1a000000pENT","548 105th Ave","Oakland","94603","9.16","10478","880000.00"
"a0F1a000000pHPj","Haste Street Apartments","Berkeley","94704","10.30","9055","1475000.00"
"a0F1a000000p9Gn","1301 Lokoya Rd","Napa","94558","13.66","15000","1885100.00"
"a0F1a000000pIu2","The Point","Richmond","94801","13.21","15480","3425000.00"
"a0F1a000000pIu3","1107 Court St","Martinez","94553","11.63","4296","600000.00"
"a0F1a000000pIu4","1130 E 3rd Ave","Oakland","94606","7.88","169558","31000000.00"
"a0F1a000000pIu6","1245-1247 Ashby Ave","Berkeley","94702","10.16","5634","975000.00"
"a0F1a000000pIuD","1514 C St","Hayward","94541","14.06","4250","850000.00"
"a0F1a000000pJDm","2130 Mountain Blvd","Oakland","94611","14.34","15500","3600000.00"
"a0F1a000000pIuP","Bart Plaza","Castro Valley","94546","10.24","31466","6500000.00"
"a0F1a000000pIuQ","2093 Mount Diablo St","Concord","94520","11.97","7896","1595000.00"
"a0F1a000000pFmQ","2309 Santa Clara Ave","Alameda","94501","16.60","5418","560000.00"
"a0F1a000000pIuX","2233 Clinton Ave","Alameda","94501","17.46","3600","1100000.00"
"a0F1a000000pIug","2827--2829 Carmel St","Oakland","94602","16.74","12216","2250000.00"
"a0F1a000000pKuf","2206 Haste St","Berkeley","94704","10.18","13607","2360000.00"
"a0F1a000000pNNP","539 33rd St","Oakland","94609","6.00","5158","1700000.00"
"a0F1a000000pIul","Blossom Way Apartments","Hayward","94541","10.10","13200","1827000.00"
"a0F1a000000pIun","3213 Santa Clara Ave","El Cerrito","94530","14.88","5547","1250000.00"
"a0F1a000000pIuq","Camden Village","Fremont","94536","10.99","160894","63000000.00"
"a0F1a000000pIur","Logan Park Apartments","Fremont","94536","11.92","47700","9975000.00"
"a0F1a000000pIuv","Ladera Woods Apartments","Fremont","94536","10.92","51160","8450000.00"
"a0F1a000000pIuw","444 Corte Arango","El Sobrante","94803","10.73","4271","650000.00"
"a0F1a000000pJCZ","1112 Alhambra Ave","Martinez","94553","17.50","4224","865000.00"
"a0F1a000000pJCb","928 Black Diamond St","Pittsburg","94565","10.00","6458","1060000.00"
"a0F1a000000pKvR","Sundown Apts","Livermore","94550","11.62","6100","1150000.00"
"a0F1a000000pA1s","2240 Golden Gate Ave","San Francisco","94118","10.26","13626","3910000.00"
"a0F1a000000pA27","1565 Washington St","San Francisco","94109","12.00","9861","3530000.00"
"a0F1a000000pA1Z","2286 Jackson St","San Francisco","94115","12.95","6690","3100000.00"
"a0F1a000000pAhE","2595 43rd Ave","San Francisco","94116","13.04","4723","935000.00"
"a0F1a000000pAhI","565 Ellis St","San Francisco","94109","10.95","7052","1160000.00"
"a0F1a000000pAuV","2100 Post St","San Francisco","94115","10.66","14330","3825000.00"
"a0F1a000000pEtW","353 Chumalia St","San Leandro","94577","9.69","5344","465000.00"
"a0F1a000000pGFj","2839 Del Camino Dr","San Pablo","94806","13.89","4010","688000.00"
"a0F1a000000pGFk","431 Corte Arango","El Sobrante","94803","11.93","4238","765000.00"
"a0F1a000000pEtc","727 Bartlett Ave","Hayward","94541","7.34","9802","780000.00"
"a0F1a000000pEtd","735 Memorial Way","Hayward","94541","8.47","4845","425000.00"
"a0F1a000000pEte","25538 Del Mar Ave","Hayward","94542","8.02","12430","1450000.00"
"a0F1a000000pEtf","295 Flint Ct","Hayward","94541","8.05","6959","407000.00"
"a0F1a000000pEuR","21560 Haviland Ave","Hayward","94541","14.38","3954","690000.00"
"a0F1a000000pGGo","2216 Road 20","San Pablo","94806","11.18","5988","1020000.00"
"a0F1a000000pEtw","197 Blossom Way","Hayward","94541","12.40","6596","1020000.00"
"a0F1a000000pEu0","Peppertree Apartments","Hayward","94544","6.70","56896","3900000.00"
"a0F1a000000pEtI","1666 159th Ave","San Leandro","94578","10.05","4193","730000.00"
"a0F1a000000pEuX","Courtyard Apartments","Hayward","94544","8.75","67094","6325000.00"
"a0F1a000000pEvO","986 Warren St","Hayward","94541","9.30","8493","900000.00"
"a0F1a000000pGEK","832 Allston Way","Berkeley","94710","6.94","6948","380000.00"
"a0F1a000000pGER","500-522 H St","Antioch","94509","11.88","10675","1230000.00"
"a0F1a000000pEtR","370 Estudillo Ave","San Leandro","94577","11.85","3000","400000.00"
"a0F1a000000pEur","478 Schafer Rd","Hayward","94544","7.50","4191","1100000.00"
"a0F1a000000pEtQ","1746 Carpentier St","San Leandro","94577","7.69","6005","420000.00"
"a0F1a000000pGEu","The Divasio Apartments","Pittsburg","94565","10.75","6006","875000.00"
"a0F1a000000pGEx","1120 Yuba Ave","San Pablo","94806","13.98","3550","755000.00"
"a0F1a000000pEtg","Coronet Apartments","San Lorenzo","94580","7.21","13271","1045000.00"
"a0F1a000000pEvN","369 Albion Ave","Hayward","94580","9.93","9772","1125000.00"
"a0F1a000000pGEn","1030 Dainty Ave","Brentwood","94513","13.57","11371","1800000.00"
"a0F1a000000pEtu","Cypress Point Villas","Hayward","94544","6.78","24302","915000.00"
"a0F1a000000pEt1","16005 Mateo St","San Leandro","94578","7.17","5620","1100000.00"
"a0F1a000000pEui","Mayten Manor","Hayward","94541","6.34","20320","3000000.00"
"a0F1a000000pGFW","Lakeside","Concord","94520","7.73","192209","10500000.00"
"a0F1a000000pGGR","1434 Loeffler Ln","Concord","94521","10.79","4848","710000.00"
"a0F1a000000pGFe","Concord Court Apartments","Concord","94520","7.75","44600","3130000.00"
"a0F1a000000pGG3","137 Sierra Dr","Walnut Creek","94596","12.00","9330","1150000.00"
"a0F1a000000pGGB","4350 San Pablo Dam Rd","El Sobrante","94803","8.58","49096","3442000.00"
"a0F1a000000pGGk","2524 Camara Cir","Concord","94520","10.39","6000","1280000.00"
"a0F1a000000pEsQ","14855 Bancroft Ave","San Leandro","94578","11.44","7562","1625000.00"
"a0F1a000000pEsR","1475 150th Ave","San Leandro","94578","8.39","4746","452000.00"
"a0F1a000000pEtE","15992 E 14th St","San Leandro","94578","6.67","9548","1229000.00"
"a0F1a000000pEvC","Cinnamon Apartments","Hayward","94541","6.79","23754","6650000.00"
"a0F1a000000pEsV","387 Chumalia St","San Leandro","94577","9.45","4200","885000.00"
"a0F1a000000pEsW","(pacific Villa)","San Leandro","94577","7.54","15400","1070000.00"
"a0F1a000000pEsY","2615 Marina Blvd","San Leandro","94577","8.66","23442","2612500.00"
"a0F1a000000pEsv","111 Preda St","San Leandro","94577","8.00","16126","2300000.00"
"a0F1a000000pHWW","Fire Aces Townhomes","Fremont","94536","11.33","21560","1488000.00"
"a0F1a000000pHWb","2142 Sacramento St","Berkeley","94702","14.14","5716","1205000.00"
"a0F1a000000pHXf","318 Grand St","Alameda","94501","17.74","31374","5800000.00"
"a0F1a000000pHXg","2216 Road 20","San Pablo","94806","11.18","5988","1020000.00"
"a0F1a000000pHXh","1621 Detroit Ave","Concord","94520","12.09","24958","4925000.00"
"a0F1a000000pHXi","Tyrrell Apartments","Hayward","94544","10.48","5376","1480000.00"
"a0F1a000000pFJK","20928 Chester St","Castro Valley","94546","10.90","6377","890000.00"
"a0F1a000000pHWd","2439-2447 8th St","Berkeley","94710","12.81","6930","1085000.00"
"a0F1a000000pHWe","2837-2851 West St","Oakland","94608","8.83","5850","800000.00"
"a0F1a000000pHWg","5470 Shasta Ave","San Pablo","94806","12.33","4352","810000.00"
"a0F1a000000pHWh","Park Lafayette","Lafayette","94549","9.33","57200","8450000.00"
"a0F1a000000pHWi","Fairway Village","San Ramon","94583","10.39","42100","10200000.00"
"a0F1a000000pHXl","2924 Mabel St","Berkeley","94702","8.65","3650","695000.00"
"a0F1a000000pFJT","Olive Grove","Castro Valley","94546","10.32","16221","2600000.00"
"a0F1a000000pHXp","Avalon Paseo Place","Fremont","94536","11.74","106249","30900000.00"
"a0F1a000000pHXn","5629 Carlos Ave","Richmond","94804","12.68","5376","975000.00"
"a0F1a000000pFKf","1421 Benton St","Alameda","94501 -24","10.52","5756","795000.00"
"a0F1a000000pHWt","Surfside Apartments","Alameda","94501","11.18","34480","7365000.00"
"a0F1a000000pHZT","19991 Santa Maria Ave","Castro Valley","94546","13.36","15600","2647000.00"
"a0F1a000000pHX2","2408-2410 Market Ave","San Pablo","94806","10.42","4739","900000.00"
"a0F1a000000pHXy","1636-1638 1/2 8th St","Berkeley","94710","10.20","4004","826000.00"
"a0F1a000000pHX6","901 J St","Antioch","94509","11.07","4970","1000000.00"
"a0F1a000000pHX7","1725-1729 Seminary Ave","Oakland","94621","8.86","17676","425000.00"
"a0F1a000000pHYB","26746-26762 Gading Rd","Hayward","94544","13.02","5203","1250000.00"
"a0F1a000000pKBw","2335 Market St","Oakland","94607","14.79","11400","1325000.00"
"a0F1a000000pFIH","19911 Anita Ave","Castro Valley","94546","14.36","5449","1187000.00"
"a0F1a000000pFJx","2216 Encinal Ave","Alameda","94501 -44","11.34","2481","700000.00"
"a0F1a000000pHYW","26997 Tyrrell Ave","Hayward","94544","10.74","8194","1000000.00"
"a0F1a000000pHYf","1972 Desert Cir","Walnut Creek","94598","15.20","4048","1175000.00"
"a0F1a000000pHYk","The Hilltop Apartments","Hayward","94541","9.65","29620","750000.00"
"a0F1a000000pHYm","The Arbors","Richmond","94804","10.61","29400","3850000.00"
"a0F1a000000pHYv","811-847 Division St","Pleasanton","94566","11.52","32574","3895000.00"
"a0F1a000000pHYx","2065 Riley Ct","Concord","94520","12.42","8332","1425000.00"
"a0F1a000000pFKH","1815 San Antonio Ave","Alameda","94501 -41","8.47","4196","493500.00"
"a0F1a000000pFKs","1715 Central Ave","Alameda","94501","9.52","22300","3795000.00"
"a0F1a000000pHXD","22423-22429 S Garden Ave","Hayward","94541","14.66","7638","920000.00"
"a0F1a000000pHXF","Park Vista Apartments","Pleasant Hill","94523","11.48","31080","3330000.00"
"a0F1a000000pHXG","Balcourt Plaza","San Leandro","94578","10.47","35140","5100000.00"
"a0F1a000000pFKJ","Ballena Village West","Alameda","94501","6.19","325471","23700000.00"
"a0F1a000000pHXM","2046-2050 Alameda Ave","Alameda","94501","13.08","6432","1490000.00"
"a0F1a000000pHYz","6387 Dana St","Oakland","94609","14.39","3792","1140000.00"
"a0F1a000000pHZ2","232 Albion Ave","San Lorenzo","94580","12.29","5600","1960000.00"
"a0F1a000000pHWH","2418 High St","Oakland","94601","7.55","5200","725000.00"
"a0F1a000000pHXR","1930 Cedar St","Berkeley","94709","11.69","3130","86000.00"
"a0F1a000000pFKy","2251 Pacific Ave","Alameda","94501 -14","8.50","4799","600000.00"
"a0F1a000000pFL1","2116 Santa Clara Ave","Alameda","94501","9.60","9737","1850000.00"
"a0F1a000000pHWS","1632 Francisco St","Berkeley","94703","12.35","6538","907000.00"
"a0F1a000000pHWT","1602-1618 Foothill Blvd","Oakland","94606","8.13","25400","1800000.00"
"a0F1a000000pHWU","2100 Stanton Ave","San Pablo","94806","9.30","4568","695000.00"
"a0F1a000000pHXV","3742 Silver Oaks Way","Livermore","94550","13.89","6440","1000000.00"
"a0F1a000000pHZA","425-429 38th St","Oakland","94609","9.60","8343","1036000.00"
"a0F1a000000pHZB","2729-2749 Humboldt Ave","Oakland","94602","8.73","9647","875000.00"
"a0F1a000000pKEK","646 Corbett Ave","San Francisco","94114","8.37","28887","8525000.00"
"a0F1a000000pFJW","2245 Mckinley Ave","Berkeley","94703","10.54","6279","1325000.00"
"a0F1a000000pFJY","1230 Liberty St","El Cerrito","94530","16.50","3990","400000.00"
"a0F1a000000pELR","414 Staten Ave","Oakland","94610","9.90","7478","1400000.00"
"a0F1a000000pEJT","201 Orange St","Oakland","94610","8.80","9278","1250000.00"
"a0F1a000000pELj","1716-1718 Lexington Ave","El Cerrito","94530","13.63","4474","1200000.00"
"a0F1a000000pEJd","361 Palm Ave","Oakland","94610","10.47","8504","1339500.00"
"a0F1a000000pF2s","22555 Linden St","Hayward","94541","9.30","7800","1350000.00"
"a0F1a000000pF3f","21371 Garden Ave","Hayward","94541","7.40","14840","900000.00"
"a0F1a000000pF3j","26315 Gading Rd","Hayward","94544","9.72","7691","840000.00"
"a0F1a000000pF3n","26893 Huntwood Ave","Hayward","94544","7.21","13184","500.00"
"a0F1a000000pF3r","Windsor Arms Apartments","Hayward","94541","7.88","26652","2300000.00"
"a0F1a000000pEKU","2856 Fruitvale Ave","Oakland","94601","7.84","24972","4575000.00"
"a0F1a000000pF2w","Valencia Gardens","Hayward","94541","7.33","30706","3915000.00"
"a0F1a000000pEKF","624 Sycamore St","Oakland","94612","5.00","10935","1250000.00"
"a0F1a000000pEKb","2805 E 16th St","Oakland","94601","8.37","26753","2623000.00"
"a0F1a000000pEL6","68 Vernon St","Oakland","94610","10.80","10098","2100000.00"
"a0F1a000000pF2y","335,337,339 Schafer Rd","Hayward","94544","7.97","11160","3591356.00"
"a0F1a000000pEJz","7867 Bancroft Ave.","Oakland","94605","8.16","10816","1260000.00"
"a0F1a000000pEK0","2212 High St","Oakland","94601","10.63","4126","882500.00"
"a0F1a000000pEKK","2323 Rheem Ave","Richmond","94804","11.11","5486","500000.00"
"a0F1a000000pDSV","Calistoga 10 Units","Calistoga","94515","14.93","12000","2585000.00"
"a0F1a000000pELN","5234 Columbia Ave","Richmond","94804","12.16","4212","488000.00"
"a0F1a000000pDSc","1050 Elm St","Napa","94559","11.72","18553","300000.00"
"a0F1a000000pDQJ","6778 Yount St","Yountville","94599","14.07","6247","1790000.00"
"a0F1a000000pDQT","2028 Adams St","Yountville","94599","13.89","5000","870000.00"
"a0F1a000000pF23","704 Bartlett Ave","Hayward","94541","10.90","8550","1400000.00"
"a0F1a000000pF2B","21559 Banyan St","Hayward","94541","8.58","15864","1370000.00"
"a0F1a000000pF2Z","Dixon Apartments","Hayward","94544","5.03","61834","3700000.00"
"a0F1a000000pF36","390 Sunset Blvd","Hayward","94541","7.77","13288","1000000.00"
"a0F1a000000pF2f","Gading Road Apartments","Hayward","94544","4.63","29408","1030000.00"
"a0F1a000000pDQf","1631-1633 Silverado Trl","Napa","94559","9.43","16000","2125500.00"
"a0F1a000000pDQl","2335 Adrian St","Napa","94558","12.42","5800","887000.00"
"a0F1a000000pEiH","26251 Gading Rd","Hayward","94544","6.47","29192","2119000.00"
"a0F1a000000pET5","3621 Dimond Ave","Oakland","94602","8.61","5121","835000.00"
"a0F1a000000pETh","1423 57th Ave","Oakland","94621","4.00","6150","320000.00"
"a0F1a000000pEUM","2909 High St","Oakland","94619","17.41","4281","888000.00"
"a0F1a000000pEUO","9426 Hillside St","Oakland","94603","9.31","5201","715000.00"
"a0F1a000000pEgW","25905 Gading Rd","Hayward","94544","7.60","6542","1030000.00"
"a0F1a000000pEgY","Manon Square Apartments","Hayward","94544","6.98","31396","1600000.00"
"a0F1a000000pETB","1200-1250 Bissell Ave","Richmond","94801","10.30","18367","4500000.00"
"a0F1a000000pETj","2684 73rd Ave","Oakland","94605","10.67","3772","525000.00"
"a0F1a000000pEhN","1223 Bellina St","Hayward","94541","8.46","3444","325000.00"
"a0F1a000000pEUX","927 Bayview Ave","Oakland","94610","12.15","4659","700000.00"
"a0F1a000000pEhT","5304 Van Fleet Ave","Richmond","94804","9.09","5997","1875000.00"
"a0F1a000000pEVQ","484 Merritt Ave","Oakland","94610","15.61","5762","1110000.00"
"a0F1a000000pEgl","27799 Leidig Ct","Hayward","94544","7.59","5655","23000.00"
"a0F1a000000pEhY","257 Poplar Ave","Hayward","94541","12.29","17660","2300000.00"
"a0F1a000000pEiP","Berry Gardens","Hayward","94544","6.51","33544","1500000.00"
"a0F1a000000pEgt","339 Industrial Pkwy","Hayward","94544","9.32","6289","825000.00"
"a0F1a000000pESk","3227 Prentiss St","Oakland","94601","9.59","4962","756000.00"
"a0F1a000000pEVT","2943 MacArthur Blvd","Oakland","94602","11.51","22881","2862500.00"
"a0F1a000000pEVV","519 Oak St","El Cerrito","94530","14.08","4475","1150000.00"
"a0F1a000000pEg9","21190 Garden Ave","Hayward","94541","7.55","12578","1450000.00"
"a0F1a000000pEh3","22741 Souza Ct","Hayward","94541","8.83","5054","420000.00"
"a0F1a000000pEi4","5218 Cypress Ave","El Cerrito","94530","15.07","3145","780000.00"
"a0F1a000000pEiD","Foothill Townhouses","Hayward","94544","5.14","23522","825000.00"
"a0F1a000000pEgR","3401 Richmond Blvd","Oakland","94611","10.95","7176","1350000.00"
"a0F1a000000pGYD","2307 8th St","Berkeley","94710","13.00","3238","1050000.00"
"a0F1a000000pGYj","1713 Dwight Way","Berkeley","94703","10.75","7336","1250000.00"
"a0F1a000000pFSF","3833 Maybelle Ave","Oakland","94619","8.80","8424","1310500.00"
"a0F1a000000pEeg","2548 Grant Ave","Richmond","94804","18.06","5542","650000.00"
"a0F1a000000pEex","3217 Liese Ave","Oakland","94619","10.84","6373","1610000.00"
"a0F1a000000pEHD","245 Fairmount Ave","Oakland","94611","10.47","9375","1625000.00"
"a0F1a000000pG36","Redwood Manor Apartments","El Sobrante","94803","9.00","54348","4000000.00"
"a0F1a000000pEdp","1701 San Joaquin St","Richmond","94804","9.53","7987","800000.00"
"a0F1a000000pEds","1514 Alice St","Oakland","94612","9.77","16799","2200000.00"
"a0F1a000000pEHJ","640 E 15th St","Oakland","94606","9.35","8514","1200000.00"
"a0F1a000000pG1N","901 J St","Antioch","94509","11.07","5040","1000000.00"
"a0F1a000000pG1Y","5095 Clayton Rd","Concord","94521","13.94","4100","991000.00"
"a0F1a000000pG41","2408 Market Ave","San Pablo","94806","10.42","2438","900000.00"
"a0F1a000000pDoO","1151 Warren St","Napa","94559","10.97","10394","2000045.00"
"a0F1a000000pEGf","9825 Macarthur Blvd","Oakland","94605","10.20","3558","615000.00"
"a0F1a000000pEHN","945 S 45th St","Richmond","94804","8.72","2450","835000.00"
"a0F1a000000pDoZ","2619 Laurel St","Napa","94558","9.29","16250","2215000.00"
"a0F1a000000pEGI","2930 MacArthur Blvd","Oakland","94602","9.60","20228","1395000.00"
"a0F1a000000pEIH","872 S 45th St","Richmond","94804","9.69","4352","800000.00"
"a0F1a000000pG3R","312 Rodeo Ave","Rodeo","94572","8.20","14364","1250000.00"
"a0F1a000000pG3W","1906 Queens Road","Concord","94519","10.88","8927","1634000.00"
"a0F1a000000pGZA","929 Delaware St","Berkeley","94710","9.50","4596","1365000.00"
"a0F1a000000pGZD","1823 Berkeley Way","Berkeley","94703","12.91","4187","1130000.00"
"a0F1a000000pEIP","1924 9th Ave","Oakland","94606","9.44","17764","2800000.00"
"a0F1a000000pG3B","159 Marina Way","Richmond","94801","10.08","6000","925000.00"
"a0F1a000000pDol","Spanish Flat Mobile Villa","Napa","94558","9.98","1763","2700000.00"
"a0F1a000000pDop","1711-1729 Lincoln Ave","Napa","94558","11.03","4200","965000.00"
"a0F1a000000pEcD","3065 Richmond Blvd","Oakland","94611","13.05","6656","957500.00"
"a0F1a000000pEcz","1714 Bridge Ave","Oakland","94601","10.22","6754","1060000.00"
"a0F1a000000pG1m","Broadway Plaza Apartments","Walnut Creek","94596","9.77","25348","2300000.00"
"a0F1a000000pG3F","Mount Diablo Garden Apartments","Concord","94520","11.97","7896","1595000.00"
"a0F1a000000pG3L","2300 Sycamore Dr","Antioch","94509","9.28","45284","5700000.00"
"a0F1a000000pG3r","5470 Shasta Ave","San Pablo","94806","12.33","4352","810000.00"
"a0F1a000000pEcY","2023 Chanslor Ave","Richmond","94801","6.98","6264","578825.00"
"a0F1a000000pEd2","3833 Telegraph Ave","Oakland","94609","8.68","13947","1850000.00"
"a0F1a000000pEd9","635 Macarthur Blvd","Oakland","94610","14.00","5766","1131000.00"
"a0F1a000000pEdC","466 37th St","Oakland","94609","11.80","9168","860000.00"
"a0F1a000000pDou","931-939 Golden Gate Dr","Napa","94558","15.48","3659","950000.00"
"a0F1a000000pEf6","2605 9th Ave","Oakland","94606","11.13","7732","485909.00"
"a0F1a000000pG2J","1972 Desert Cir","Walnut Creek","94598","15.00","4048","1175000.00"
"a0F1a000000pGZT","1620 Blake St","Berkeley","94703","10.48","4185","1000000.00"
"a0F1a000000pFUL","1955 Chestnut St","Berkeley","94702","9.89","20784","1374500.00"
"a0F1a000000pGZ2","1816 Fairview St","Berkeley","94703","13.97","11328","723000.00"
"a0F1a000000pEdQ","8 Yosemite Ave","Oakland","94611","9.91","7134","1308000.00"
"a0F1a000000pEHu","7123 Holly St","Oakland","94621","10.54","4920","645000.00"
"a0F1a000000pGY7","1827 Berkeley Way","Berkeley","94703","11.77","3169","1180000.00"
"a0F1a000000pG4B","2110 California St","Concord","94520","10.60","5018","1120000.00"
"a0F1a000000pFRk","1401 High St","Alameda","94501","10.80","5408","2430000.00"
"a0F1a000000pEdY","1146 Mckinley Ave","Oakland","94610","9.49","10495","3255000.00"
"a0F1a000000pEep","2308 Foothill Blvd","Oakland","94601","7.90","6158","1035000.00"
"a0F1a000000pG30","39 N Broadway Ave","Bay Point","94565","4.62","60000","2550000.00"
"a0F1a000000pEI5","1910-1919 Bissell Ave","Richmond","94801","8.55","3593","585000.00"
"a0F1a000000pG1T","2395 Standard Ave","San Pablo","94806","14.45","14972","1350000.00"
"a0F1a000000pG1V","221 Escobar St","Martinez","94553","11.19","3360","638000.00"
"a0F1a000000pG3c","1001-1013 Bay View Farm Rd","Pinole","94564","8.52","69192","8600000.00"
"a0F1a000000pGXd","2335 Russell St","Berkeley","94705","10.90","6380","1163000.00"
"a0F1a000000pEdi","201 Athol Ave","Oakland","94606","11.85","21704","2700000.00"
"a0F1a000000pFSb","816 37th St","Oakland","94608","14.66","14624","575000.00"
"a0F1a000000pEe8","1142 McKinley Ave","Oakland","94610","11.25","10486","1425000.00"
"a0F1a000000pG2D","1131 Virginia Ln","Concord","94520","10.69","4160","795000.00"
"a0F1a000000pEcg","1707 28th Ave","Oakland","94601","10.26","4238","678000.00"
"a0F1a000000pEeM","3014 E 19th St","Oakland","94601","7.90","13704","1650000.00"
"a0F1a000000pEeV","350 Newton Ave","Oakland","94606","8.80","30012","11217000.00"
"a0F1a000000pLRl","168 Sickles Ave","San Francisco","94112","10.00","10641","1650000.00"
"a0F1a000000pEQR","2218 High St","Oakland","94601","10.98","3982","882500.00"
"a0F1a000000pLHZ","3666 Mission St","San Francisco","94110","14.64","4956","875000.00"
"a0F1a000000pLPh","122-144 Tiffany Ave","San Francisco","94110","15.17","8420","1300000.00"
"a0F1a000000pG0e","3609 Fairview Dr","Antioch","94509","18.12","4287","750000.00"
"a0F1a000000pFzf","1354 Mt Pisgah Road","Walnut Creek","94596","16.24","9157","1900000.00"
